,tweet_id,text,location_mentions
9575,ID_783739930128318464,Help rebuild Haiti ! No donation is too small. Click the link to donate Ὁ9ὉB,"[{'text': 'Haiti', 'type': 'Island', 'start_offset': 13, 'end_offset': 18}]"
9576,ID_783686190297935872,Might be going to Haiti for a month for hurricane relief,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 18, 'end_offset': 23}]"
9577,ID_783423348059541504,RT @Primageographer: Hurricane Matthew: one dead as violent storm makes landfall in Haiti  #geographyteacher >Feelin,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 84, 'end_offset': 89}]"
9578,ID_783822085730607104,Volunteers from Anderson County on mission trip in Haiti during hurricane: (WKYT) - Volunteers from Fox Creek,"[{'text': 'Anderson County', 'type': 'County', 'start_offset': 16, 'end_offset': 31}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 51, 'end_offset': 56}, {'text': 'Fox Creek', 'type': 'City/town', 'start_offset': 100, 'end_offset': 109}]"
9579,ID_783995674606047232,"80% of homes in one district of Haiti destroyed, as many as 22 people killed when Hurricane Matthew roared thru, now on course for SE U.S.","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 32, 'end_offset': 37}, {'text': 'U.S.', 'type': 'Country', 'start_offset': 134, 'end_offset': 138}]"
9580,ID_783649111438262272,#Hurricane #Matthew threatens #Haiti. Please donate to #IOCCs #InternationalEmergencyResponseFund #IOCCRelief .,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 31, 'end_offset': 36}]"
9581,ID_783836473812484097,"Hurricane Matthew: South Florida charities collect donations for Haiti | Miami  , see more","[{'text': 'South Florida', 'type': 'State', 'start_offset': 19, 'end_offset': 32}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 65, 'end_offset': 70}, {'text': 'Miami', 'type': 'City/town', 'start_offset': 73, 'end_offset': 78}]"
9582,ID_783875360807157760,Haitis death toll from Hurricane Matthew doubles to 10 RESCUE workers in Haiti struggled to reach isolated towns,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 73, 'end_offset': 78}]"
9583,ID_783792679830249472,RT @tspoon87: Foor For The Poor supports Haitis hurricane relief.  support Haiti by giving what you can at /,"[{'text': 'Haitis', 'type': 'Island', 'start_offset': 41, 'end_offset': 47}, {'text': 'Haiti', 'type': 'Island', 'start_offset': 75, 'end_offset': 80}]"
9584,ID_783606602486124544,Hurricane damage in parts of Haiti catastrophic! #HelpThem,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 29, 'end_offset': 34}]"
9585,ID_783393717025697792,US Navy sending rescue ships to Haiti  #Hurricane #Matthew #HurricaneMatthew #Haiti,"[{'text': 'US', 'type': 'Country', 'start_offset': 0, 'end_offset': 2}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 32, 'end_offset': 37}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 78, 'end_offset': 83}]"
9586,ID_783468421530816512,"RT @KristiNBC5: Hurricane Matthew Death Toll Up to 8, With Fla. Bracing  via @nbcdfw",[]
9587,ID_783713982964178945,USA Today World: Death toll expected to rise in Haiti after destructive Hurricane Matthew,"[{'text': 'USA', 'type': 'Country', 'start_offset': 0, 'end_offset': 3}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 48, 'end_offset': 53}]"
9588,ID_783869285001207808,Hurricane Matthew: Photos of the Destruction in #Haiti #Reuters #Hispaniola,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 49, 'end_offset': 54}]"
9589,ID_783429945120915457,@realDonaldTrump Bring aid/$$$ to Haiti right after the hurricane to show you handle emergency and not stealing 95% of Haiti aid like HC!!!!,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 34, 'end_offset': 39}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 119, 'end_offset': 124}]"
9590,ID_783857505373855744,(Independent) Hurricane Matthew: Emergency workers struggle to reach worst-hit parts of Haiti as storm barrel,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 88, 'end_offset': 93}]"
9591,ID_783634343872892929,RT @NBCLA: Hurricane Matthew moves toward Bahamas after leaving widespread damage in Haiti; Florida on alert,"[{'text': 'Bahamas', 'type': 'Island', 'start_offset': 42, 'end_offset': 49}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 85, 'end_offset': 90}, {'text': 'Florida', 'type': 'State', 'start_offset': 92, 'end_offset': 99}]"
9592,ID_783437920656949248,"Hurricane Matthew, Haiti you need CASH  call the Clintons you know Bill and Hillary !!! @CNN","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 19, 'end_offset': 24}]"
9593,ID_783382909273141250,"Hurricane Matthew slammed into Haitis southern coast with deadly fury Tuesday [4 October 2016], wrecking homes, sweeping away livestock a","[{'text': 'Haitis', 'type': 'Country', 'start_offset': 31, 'end_offset': 37}]"
9594,ID_783429069186691072,"RT @ToneChaser79: Hey #CrookedHillary , Do you have any of that Haiti relief money left that you stole? They sure could use it after Hurric","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 64, 'end_offset': 69}]"
9595,ID_783494624656625664,"RT @shomaristone: #HurricaneMatthew Death Toll Up to 8, With Florida Bracing","[{'text': 'Florida', 'type': 'State', 'start_offset': 61, 'end_offset': 68}]"
9596,ID_783795787889188864,Haiti: U.S. Government Actions and Assistance for Countries Affected by Hurricane Matthew  #Haiti,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 0, 'end_offset': 5}, {'text': 'U.S.', 'type': 'Country', 'start_offset': 7, 'end_offset': 11}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 92, 'end_offset': 97}]"
9597,ID_783752189504200708,Hurricane Matthew powers toward the Bahamas and Floridas eastern coast after battering Haiti and Cuba with torrential rains and kill,"[{'text': 'Bahamas', 'type': 'Island', 'start_offset': 36, 'end_offset': 43}, {'text': 'Floridas eastern', 'type': 'State', 'start_offset': 48, 'end_offset': 64}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 87, 'end_offset': 92}, {'text': 'Cuba', 'type': 'Island', 'start_offset': 97, 'end_offset': 101}]"
9598,ID_783467703872860160,"RT @Misslinlou: Haiti has been destroyed twice, by the Clintons now the Hurricane ὤFἿDὤFἿD pray for Haiti @realDonaldTrump @KellyannePolls","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 16, 'end_offset': 21}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 100, 'end_offset': 105}]"
9599,ID_783651454569459712,"Hurricane Matthew: Thousands displaced in Haiti and it could be worse, since communication with Les Cayes cut off.","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 42, 'end_offset': 47}, {'text': 'Les Cayes', 'type': 'District', 'start_offset': 96, 'end_offset': 105}]"
9600,ID_783831838401978368,RT @CRN_News: Two CT-based relief agencies are gearing up to help Haiti in its recovery from hurricane Matthew. Ear more:,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 66, 'end_offset': 71}]"
9601,ID_783864277849432064,Hurricane Matthew — the strongest Caribbean storm in a decade — has caused tremendous damage in Haiti. Homes and bri,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 96, 'end_offset': 101}]"
9602,ID_783412677565640704,Hurricane Causes Destruction in Haiti From The Weather Channel iPhone App.,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 32, 'end_offset': 37}]"
9603,ID_783718093268852736,RT @JakobJohnston: Haitis emergency operations center lacks generators or satellite phones. Building gov capacity is essential. .,[]
9604,ID_783995487896547328,WPW Haiti rescue teams reach out to devastated areas cut off by massive hurricane: Only 16 have been killed b,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 4, 'end_offset': 9}]"
9605,ID_783708305126555648,"The Methodist Church has launched a #Haiti Hurricane Appeal. Please donate, and please RT. Thank you.","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 37, 'end_offset': 42}]"
9606,ID_783510528106827781,SD-Based Charity Airlifting Medical Gear to Haiti Amid Hurricane Matthew -  #GoogleAlerts,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 44, 'end_offset': 49}]"
9607,ID_783720949073915904,"RT @CNNnews18: Four deaths have been reported in the Dominican Republic, where officials said 200 homes were damaged.","[{'text': 'Dominican Republic', 'type': 'Island', 'start_offset': 53, 'end_offset': 71}]"
9608,ID_783479822316101632,#Australia #News : At least 11 people are dead as Hurricane Matthew batters Haiti and the Dominican Republic.,"[{'text': 'Australia', 'type': 'Country', 'start_offset': 1, 'end_offset': 10}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 76, 'end_offset': 81}, {'text': 'Dominican Republic', 'type': 'Country', 'start_offset': 90, 'end_offset': 108}]"
9609,ID_783703950075662336,"RT @AndreaButera: #Hurricane #Matthew killed 5 people and injured at least 10 others in Haiti, the countrys Civil Protection Service said.","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 88, 'end_offset': 93}]"
9610,ID_783883634168266752,Damage caused by Hurricane Matthew in Haiti described as catastrophic,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 38, 'end_offset': 43}]"
9611,ID_783709228187910145,RT @caribtelNY: ἲAMany #casualties in #Haiti from #HurricaneMatthew! ἰA Death toll is estimated at least 38.,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 39, 'end_offset': 44}]"
9612,ID_783827053543985152,U.S. allocates $1 mn in additional aid to Haiti after Hurricane Matthew: The United States announced Wednesda,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 42, 'end_offset': 47}, {'text': 'United States', 'type': 'Country', 'start_offset': 77, 'end_offset': 90}]"
9613,ID_783769638307934208,#hurricanematthew is going to have its way with multiple states. Please donate to the Red Cross.,[]
9614,ID_783808527047364608,For all of you asking how you can help. Hurricane Matthew Relief ::: Northwest Haiti Christian Mission.,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 79, 'end_offset': 84}]"
9615,ID_783716447423987712,"Hurricane Matthew Slams Haiti: Footage of Damage, Roofs Ripped Off Build","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 24, 'end_offset': 29}]"
9616,ID_783633535076892672,"Here in FL and US we can prepare and recover, but places like Haiti most people cant. If you have means to send help to Haiti, please do.","[{'text': 'FL', 'type': 'State', 'start_offset': 8, 'end_offset': 10}, {'text': 'US', 'type': 'Country', 'start_offset': 15, 'end_offset': 17}, {'text': 'Haiti', 'type': 'Island', 'start_offset': 62, 'end_offset': 67}, {'text': 'Haiti', 'type': 'Island', 'start_offset': 120, 'end_offset': 125}]"
9617,ID_783417523828101120,Haiti falls ‘deeper into misery’ as Hurricane Matthew pounds poor areas; at least nine dead  #japan,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 0, 'end_offset': 5}, {'text': 'japan', 'type': 'Country', 'start_offset': 94, 'end_offset': 99}]"
9618,ID_783698648718831617,Collecting donations in order to support Haiti during Hurricane Matthew. Call 516-599-2972 for more information. #HurricaneMatthew #Relief,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 41, 'end_offset': 46}]"
9619,ID_783849264225091584,"RT @FluTrackers: #Haiti - U.N. Sec-General said at least 350,000 people needed immediate assistance  #hurricane #Mat","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 18, 'end_offset': 23}]"
9620,ID_783923689058398208,"RT @Steven_kent29: Hurricane Matthew: Scenes of destruction in Haiti: At least 26 people killed, including 22 in Haiti, as power","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 63, 'end_offset': 68}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 113, 'end_offset': 118}]"
9621,ID_783914339690541056,Its been a long time since my missions trip to Haiti but it changed my life. It hurts my heart to see this damage. #prayforHaiti,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 47, 'end_offset': 52}]"
9622,ID_783724793799577601,RT @TSAHope: Salvation Army Ready for Disaster Relief in Haiti  via @Salvationist,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 57, 'end_offset': 62}]"
9623,ID_784700123377000448,RT @zoeandzara: 842 deaths in HaitiFrom Hurricane MathewHeartbreaking,[]
9624,ID_783959622101012480,Approx 1% of houses left standing after Hurricane #Matthew? The people of Haiti have been through so much recently - this is terrible,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 74, 'end_offset': 79}]"
9625,ID_783795118071386112,"At least 350,000 in need of immediate assistance after Hurricane Matthew strikes Haiti","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 81, 'end_offset': 86}]"
9626,ID_783472710777081856,Hurricane Matthew Arrives in Cuba After Slamming Haiti: After Hurricane Matthew left a trail of destruction i,"[{'text': 'Cuba', 'type': 'Country', 'start_offset': 29, 'end_offset': 33}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 49, 'end_offset': 54}]"
9627,ID_783444540434685952,Matthew Batters Haiti. US Direct Hit  #auspolies Poor souls of Haiti? US still hold Donations for Haitis Earthquake.,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 16, 'end_offset': 21}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 63, 'end_offset': 68}]"
9628,ID_783885496329998336,RT @cbab1232001: Haiti got destroyed again from Hurricane. Make a big stink abt Haitis money. Tell Clintons to give them their money!,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 17, 'end_offset': 22}]"
9629,ID_783690463832268802,Lets all get together to help #Haiti after #HurricaneMatthew. @PIH is on the front lines. Donate here:,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 31, 'end_offset': 36}]"
9630,ID_783543626953584640,"Here is an update on #Haiti. At least 5 dead, reports of heavy damage trickling in. Still raining on the S Shore.","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 22, 'end_offset': 27}]"
9631,ID_783826534381543424,US Military Deploys Relief Mission to Haiti After Hurricane Matthew,"[{'text': 'US', 'type': 'Country', 'start_offset': 0, 'end_offset': 2}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 38, 'end_offset': 43}]"
9632,ID_783851232922337281,URGENT APPEAL | Please help recovery in Haiti after Hurricane Matthew:,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 40, 'end_offset': 45}]"
9633,ID_783863462074146816,"RT @sethdmichaels: . @PIH does very important work in Haiti, which has been hit hard by Hurricane Matthew. donate to help here:","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 54, 'end_offset': 59}]"
9634,ID_783786007258800128,RT @BrettHagler: We just launched the Silicon Valley Relief for Haiti initiative:  #SV4HAITI,"[{'text': 'Silicon Valley', 'type': 'District', 'start_offset': 38, 'end_offset': 52}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 64, 'end_offset': 69}]"
9635,ID_783505642409512960,A hurricane just hit Haiti and they could really use some help. Please consider donating at @compassion.,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 21, 'end_offset': 26}]"
9636,ID_784695876845527040,Death Toll in Haiti Soars Days After Hurricane Matthew #Generalnews,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 14, 'end_offset': 19}]"
9637,ID_784648953639931904,RT @MOBILEMIKE_: Aerial footage of western Haiti shows catastrophic damage after Hurricane Matthew,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 43, 'end_offset': 48}]"
9638,ID_783528309963579392,"An already struggling Haiti faced massive Hurricane Matthew earlier today, killing at least 9 people.","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 22, 'end_offset': 27}]"
9639,ID_783812306073292801,Hurricane Matthew has left Haiti but not without causing significant damage. The crops in Terre Blanche and the,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 27, 'end_offset': 32}, {'text': 'Terre Blanche', 'type': 'Natural Point-of-Interest', 'start_offset': 90, 'end_offset': 103}]"
9640,ID_783388880011685888,Rosh Hashanah has finished here in London and were already monitoring incoming reports from Haiti. Hurricane damage looks extensive.,"[{'text': 'London', 'type': 'City/town', 'start_offset': 35, 'end_offset': 41}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 92, 'end_offset': 97}]"
9641,ID_783700230499733504,Our volunteers are gearing up to travel to Haiti to bring supplies and help with the drastic impact Hurricane,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 43, 'end_offset': 48}]"
9642,ID_783858082572926976,"Hurricane Matthew Leaves 10 Dead in Haiti, Cholera Surge Feared: Some say the worst is yet to co  #topstories","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 36, 'end_offset': 41}]"
9643,ID_783618108858568704,#HurricaneMatthew relief fund:  4 Haiti:,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 34, 'end_offset': 39}]"
9644,ID_783812994161520640,RT @CBCAlerts: The number of deaths in Haiti blamed on Hurricane Matthew has doubled to at least 10: AP,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 39, 'end_offset': 44}]"
9645,ID_783998854051926017,RT @dii_of_ri: Donations needed for Haiti in wake of #HurricaneMatthew @RIFuture,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 36, 'end_offset': 41}]"
9646,ID_783677435581640704,MATTHEW: Clearwater nonprofit sends hurricane relief donations to Haiti: A Clearwater nonprofit is doing what it,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 66, 'end_offset': 71}]"
9647,ID_783605428840173568,EU relief to victims of hurricane Matthew in Haiti,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 45, 'end_offset': 50}]"
9648,ID_783664144931250176,Update on Hurricane Matthew in Haiti: We are working to gather information now on the impact and damage done at,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 31, 'end_offset': 36}]"
9649,ID_783856302204346368,Haiti Hurricane Relief (Sent from WCBI),"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 0, 'end_offset': 5}]"
9650,ID_783705926943576064,Jamaica looks to offer Haiti help after Hurricane Matthew. Two deaths have already been attributed to the storm,"[{'text': 'Jamaica', 'type': 'Country', 'start_offset': 0, 'end_offset': 7}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 23, 'end_offset': 28}]"
9651,ID_783462962572976128,@oreillyfactor word has it killary and bill are headed to haiti to start a money donation for hurricane relief,"[{'text': 'haiti', 'type': 'Country', 'start_offset': 58, 'end_offset': 63}]"
9652,ID_783424998580957184,RT @NevieLuna: @billclinton I heard @realDonaldTrump donated $100k to Hurricane Matthew relief in #Haiti?!?! Is that true? Would be a bless,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 99, 'end_offset': 104}]"
9653,ID_783536417544830976,"Hurricane Matthew pummels Haiti and Cuba, evacuations ordered in US: The full scope of the damage, both human","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 26, 'end_offset': 31}, {'text': 'Cuba', 'type': 'Country', 'start_offset': 36, 'end_offset': 40}]"
9654,ID_783412768095567872,The GULL of this woman asking for donations when we all know she stole the donations of the last Haiti disaster smh. #NeverHillary,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 97, 'end_offset': 102}]"
9655,ID_783772105426898944,Be careful sending Hurricane Matthew relief donations to survivors of Haiti. The Bill & Hill show may see fit to grab it 4 their foundation.,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 70, 'end_offset': 75}]"
9656,ID_783850887810781184,RT @TrumpTrumpsUp: @realDonaldTrump Please visit Haiti and help with hurricane damage!!! WE NEED YOU!!!,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 49, 'end_offset': 54}]"
9657,ID_783817856802775044,Hurricane Matthew hits the Bahamas as Haiti tries to dig out  #rescue #rescue360 #fireservice #searchandrescue #fir,"[{'text': 'Bahamas', 'type': 'Country', 'start_offset': 27, 'end_offset': 34}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 38, 'end_offset': 43}]"
9658,ID_783699222402957317,"REPORTS: Hurricane Matthew kills at least 10 while battering Haiti, Cuba and Bahamas","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 61, 'end_offset': 66}, {'text': 'Cuba', 'type': 'Country', 'start_offset': 68, 'end_offset': 72}, {'text': 'Bahamas', 'type': 'Island', 'start_offset': 77, 'end_offset': 84}]"
9659,ID_783997568241971202,"Local Red Cross assists in Hurricane Matthew relief effort: As Hurricane Matthew sweeps through Haiti, the regional","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 96, 'end_offset': 101}]"
9660,ID_784689523183783936,"Play to our people in Hait, Florida be on alert, Over 800 dead now, @achileeslukonge","[{'text': 'Hait', 'type': 'Country', 'start_offset': 22, 'end_offset': 26}, {'text': 'Florida', 'type': 'State', 'start_offset': 28, 'end_offset': 35}]"
9661,ID_783944264770125825,Remote Area Medical needs #pilots for Haiti hurricane relief - @AOPA - @AOPA #Pilot :,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 38, 'end_offset': 43}]"
9662,ID_783684159084560384,News8: Hurricane Matthew: San Diego relief workers on their way to Haiti,"[{'text': 'San Diego', 'type': 'City/town', 'start_offset': 26, 'end_offset': 35}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 67, 'end_offset': 72}]"
9663,ID_783403344899477504,Damage in Haiti from Hurricane #Matthew. Photo by: Caroline Graham,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 10, 'end_offset': 15}]"
9664,ID_784696268392108032,Man we need to do something to help Haiti First the 2010 earthquake and now the hurricane .. So sad,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 36, 'end_offset': 41}]"
9665,ID_783662273298653185,RT @nbcchicago: Florida braces as Hurricane Matthew death toll rises to 11,"[{'text': 'Florida', 'type': 'State', 'start_offset': 16, 'end_offset': 23}]"
9666,ID_783430589038731264,@FoodForThePoor Is Jamaica office collecting items for Haiti Hurricane relief?,"[{'text': 'Jamaica', 'type': 'Island', 'start_offset': 19, 'end_offset': 26}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 55, 'end_offset': 60}]"
9667,ID_783569920768475136,RT @HumanityNews: Blogpost: Hurricane Matthew slams Haiti. Help is urgently needed.,"[{'text': 'Haiti', 'type': 'Island', 'start_offset': 52, 'end_offset': 57}]"
9668,ID_783868338841673728,Clinton Fndtn can send more funny money!Hurricane Matthews toll: 19 dead in Haiti; widespread damage - Breitbart,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 76, 'end_offset': 81}]"
9669,ID_783606750108786689,So many people hurting in #Haiti!! NGOs are doing their best to bring relief to the people!! @wyclef #warriors #onelove,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 27, 'end_offset': 32}]"
9670,ID_783993961291587584,"Hurricane Matthew: Photos of the destruction in Haiti, and quotes from affected residents of battered island:","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 48, 'end_offset': 53}]"
9671,ID_783884183940706304,"Breaking News 16 Dead, 2 Million Affected As Hurricane Matthew Slams Haiti: Emergency teams in Hait  #Followme","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 69, 'end_offset': 74}]"
9672,ID_784649228660252672,RT @nikkihaley: Evacuees seeking refuge from #HurricaneMatthew should call 1-866-246-0133 to be directed to the nearest emergency shelter a,[]
9673,ID_783452935908757504,Hurricane-hit southern Haiti cut off after bridge collapse: Picture taken in the flooded neighb  #padenrizkidz,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 23, 'end_offset': 28}]"
9674,ID_783458782261248000,"Haiti needs our help, time to step up, SoFla. @FoodForThePoor @CCharitiesUSA @CityofMiami | NBC 6 South Florida","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 0, 'end_offset': 5}, {'text': 'South Florida', 'type': 'State', 'start_offset': 98, 'end_offset': 111}]"
9675,ID_783773868284518401,Were not prepared for this kind of catastrophe. Haiti faces humanitarian crisis after Hurricane Matthew floods homes & knocks out power:,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 48, 'end_offset': 53}]"
9676,ID_783660292328665088,RT @JamaicaObserver: Haiti crisis Hurricane Matthew damage said the worst since 2010 earthquake Read more in todays,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 21, 'end_offset': 26}]"
9677,ID_784689230517645312,RT @anc_advt: Hundreds killed as hurricane hits Haiti,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 48, 'end_offset': 53}]"
9678,ID_783894075996975106,"RT @CTVToronto: Supplies from Toronto sent to Haiti after hurricane, @jmusselmanctv reports.","[{'text': 'Toronto', 'type': 'City/town', 'start_offset': 30, 'end_offset': 37}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 46, 'end_offset': 51}]"
9679,ID_784698843598352384,RT @KeyettaMarie_: R.I.P. to all 841 people killed in Haiti by hurricane Matthew ἞D἟9ὤFἿF,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 54, 'end_offset': 59}]"
9680,ID_783925875087708160,#Oct6 In Haiti at least 10 people have been killed and thousands have been displaced by Hurricane Matthew MORE >>,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 9, 'end_offset': 14}]"
9681,ID_783768714260811776,Headwaters Volunteers to Support Haiti Following Hurricane Matthew,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 33, 'end_offset': 38}]"
9682,ID_784696024249937920,"What does a hurricane leave behind? In Haiti, homes are shredded, villages are flooded and at least 264 people have been killed","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 39, 'end_offset': 44}]"
9683,ID_783814434024067072,RT @ABC7News: Local volunteers work to help people of Haiti after #HurricaneMatthew @ABC7Q,"[{'text': 'Haiti', 'type': 'Island', 'start_offset': 54, 'end_offset': 59}]"
9684,ID_783402980632440832,At least one dead as Hurricane Matthew wallops Haiti with 145 mph winds  See the photos:,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 47, 'end_offset': 52}]"
9685,ID_783736175710314496,"RT @CBCNews: Hurricane Matthew moves toward Bahamas, leaving at least 5 dead in Haiti","[{'text': 'Bahamas', 'type': 'Country', 'start_offset': 44, 'end_offset': 51}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 80, 'end_offset': 85}]"
9686,ID_783996777397563392,"RT @winknews: 3,214 homes destroyed in Haiti by Hurricane Matthew. 350,000 estimated to need some kind of assistance. 10 people killed.","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 39, 'end_offset': 44}]"
9687,ID_783730599911579648,"Hurricane Matthew has Windsorites worried about Haiti: Hurricane Matthew left 11 people dead, five in Haiti a","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 48, 'end_offset': 53}, {'text': 'Haiti', 'type': 'Country', 'start_offset': 102, 'end_offset': 107}]"
9688,ID_783444146908438528,1360KKTX: Hurricane Matthew Slams Haiti As A Category 4: Florida is under a state of emergency,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 34, 'end_offset': 39}, {'text': 'Florida', 'type': 'State', 'start_offset': 57, 'end_offset': 64}]"
9689,ID_783400717511950341,RT @BNONews: BREAKING: Haiti appeals for international assistance after Hurricane Matthew reportedly causes widespread destruction - UN,"[{'text': 'Haiti', 'type': 'Country', 'start_offset': 23, 'end_offset': 28}]"
9690,ID_783689613386756097,"Hurricane Matthew has devastated Haiti. Support the @COHaitiProject, and join me in donating to the relief effort:","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 33, 'end_offset': 38}]"
9691,ID_783877776168329216,"Death toll rises to 10 in Haiti from Hurricane Matthew, at least 350,000 people in need of immediate aid @scrippsiij","[{'text': 'Haiti', 'type': 'Country', 'start_offset': 26, 'end_offset': 31}]"
9692,ID_783382829119967232,"RT @Italians4Trump: HURRICANE MATTHEW STRIKES HAITI; FLORIDA, N.C. DECLARE STATES OF EMERGENCY","[{'text': 'HAITI', 'type': 'Country', 'start_offset': 46, 'end_offset': 51}, {'text': 'FLORIDA', 'type': 'State', 'start_offset': 53, 'end_offset': 60}, {'text': 'N.C.', 'type': 'State', 'start_offset': 62, 'end_offset': 66}]"
9693,ID_783446436222472195,RELIEF EFFORTS IN HAITI BY MINISTRY IN MISSION,"[{'text': 'HAITI', 'type': 'Country', 'start_offset': 18, 'end_offset': 23}]"
