,words,labels
29255,92 cat 60 dog awaitin their forever home fly out of ft lauderdale on a wings of rescue flight irma,O O O O O O O O O O O B-CITY L-CITY O O O O O O O
29256,the scenic spot in miami be perfect for photography,O O O O U-CITY O O O O
29257,several historical landmark be locate in us,O O O O O O O
29258,florida us be a key player in the regional economy,U-STATE U-COUNTRY O O O O O O O O
29259,miami florida be know for its picturesque landscape,U-CITY U-STATE O O O O O O
29260,canada have a rich tradition of craftsmanship,U-COUNTRY O O O O O O
29261,the traditional market in brownsville texas be colorful and bustling,O O O O O O O O O O
29262,broward browardcounty be renown for its innovative architecture,U-CITY O O O O O O O
29263,the cultural event in canada highlight its heritage,O O O O U-COUNTRY O O O
29264,the local celebration in atlanta bring the community together,O O O O U-CITY O O O O
29265,the food festival in florida miami be popular with local and tourist alike,O O O O U-STATE U-CITY O O O O O O O
29266,several historical landmark be locate in bahamas,O O O O O O U-COUNTRY
29267,southflorida be a great destination for family vacation,O O O O O O O O
29268,breakfast be serve for irma evacuee in the indian river pet friendly shelter at liberty magnet,O O O O O O O O B-COUNTY L-COUNTY O O O O B-HUMAN-MADE L-HUMAN-MADE
29269,florida houston be home to several world class museum,U-STATE U-CITY O O O O O O O
29270,orange county have a vibrant community of artist and performer,B-COUNTY L-COUNTY O O O O O O O O
29271,the festival in haiti be celebrate with great enthusiasm,O O O U-COUNTRY O O O O O
29272,the local food in havana be renown for its flavor,O O O O U-CITY O O O O O
29273,the historical architecture in cubas add to its charm,O O O O U-COUNTRY O O O O
29274,manatee have a rich history that be well preserve,U-COUNTY O O O O O O O O
29275,the natural landscape in miamibeach be breathtaking,O O O O O O O
29276,collier naples be famous for its unique festival,O O O O O O O O
29277,florida jacksonville be know for its scenic view and natural beauty,U-STATE U-CITY O O O O O O O O O
29278,the local festival in miami celebrate its cultural diversity,O O O O U-CITY O O O O
29279,uk have a thriving art and culture community,U-COUNTRY O O O O O O O
29280,the local art scene in ga be dynamic and diverse,O O O O O O O O O O
29281,nassaucounty be know for its diverse and dynamic cultural scene,O O O O O O O O O O
29282,the annual parade in sarasota be a major attraction,O O O O U-CITY O O O O
29283,fl orange county orlando be know for its traditional dance performance,U-STATE B-COUNTY L-COUNTY U-CITY O O O O O O O
29284,florida clay county have a vibrant community of artist and performer,U-STATE B-COUNTY L-COUNTY O O O O O O O O
29285,urgent intervention need in desoto county fl refuse person with service animal in shelter illegal wrong deadly irma,O O O O B-COUNTY L-COUNTY U-STATE O O O O O O O O O O O
29286,the local food market in us be a feast for the sense,O O O O O O O O O O O O
29287,florida galveston be a great place for shopping,U-STATE U-CITY O O O O O O
29288,bahamas have a thriving theater scene,U-COUNTRY O O O O O
29289,naples have a dynamic and evolve art scene,U-CITY O O O O O O O
29290,the scenic trail in us be perfect for outdoor enthusiast,O O O O O O O O O O
29291,the unique festival in dominicanrepublic attract visitor from around the world,O O O O U-COUNTRY O O O O O O
29292,tampa bay be famous for its stunning sunset,B-CITY L-CITY O O O O O O
29293,the local music scene in florida charlotte be diverse,O O O O O U-STATE U-CITY O O
29294,when us sen,O O O
29295,the art gallery in daytona be worth a visit,O O O O U-CITY O O O O
29296,another look via of evacuation center at germain arena in estero irma,O O O O O O O B-HUMAN-MADE L-HUMAN-MADE O O O
29297,miami have a rich history that be well preserve,U-CITY O O O O O O O O
29298,the park in lee county be well maintain,O O O B-COUNTY L-COUNTY O O O
29299,florida orlando be a great destination for family vacation,U-STATE U-CITY O O O O O O O
29300,the local music scene in miami be diverse,O O O O O U-CITY O O
29301,appalachia be home to several world class museum,O O O O O O O O
29302,browardcounty have a vibrant community of artist and performer,O O O O O O O O O
29303,the local food in palm beach be renown for its flavor,O O O O B-CITY L-CITY O O O O O
29304,florida fl have a rich and varied cultural calendar,B-STATE L-STATE O O O O O O O
29305,orange county have a rich and varied cultural calendar,B-COUNTY L-COUNTY O O O O O O O
29306,manatee county issue mandatory evacuation ahead of irma,B-COUNTY L-COUNTY O O O O O O
29307,us be renown for its beautiful urban park,O O O O O O O O
29308,the beach in atlanta be stunning,O O O U-CITY O O
29309,the cultural heritage of miami california be celebrate through numerous event,O O O O U-CITY U-STATE O O O O O
29310,bahamasthe have a vibrant and welcoming community spirit,O O O O O O O O
29311,america fl tx have a variety of historical landmark,U-COUNTRY B-STATE L-STATE O O O O O O
29312,cuba cuba have a rich and varied cultural calendar,O O O O O O O O O
29313,bristol be know for its beautiful historic neighborhood,U-CITY O O O O O O O
29314,florida los angeles be know for its beautiful park and garden,U-STATE B-CITY L-CITY O O O O O O O O
29315,have you hear about the recent event in south carolina georgia,O O O O O O O O B-STATE I-STATE L-STATE
29316,the nightlife in lucie be vibrant and exciting,O O O O O O O O
29317,the community event in jacksonville be well attend,O O O O U-CITY O O O
29318,tampa naples have a rich history that be well preserve,U-STATE U-CITY O O O O O O O O
29319,the historical site in nyc offer insight into its past,O O O O U-CITY O O O O O
29320,bahamas be a key player in the regional economy,U-COUNTRY O O O O O O O O
29321,haiti have a variety of cultural attraction for visitor,U-COUNTRY O O O O O O O O
29322,miami be know for its picturesque riverfront,U-CITY O O O O O O
29323,florida nc be a popular spot for outdoor recreational activity,B-STATE L-STATE O O O O O O O O
29324,the architectural landmark in bahamas dallas fort be stunning,O O O O U-COUNTRY O O O O
29325,virgin island puerto rico be a melting pot of culture,U-ISLAND O B-ISLAND L-ISLAND O O O O O O
29326,miami be renown for its lively cultural festival,U-CITY O O O O O O O
29327,the historical museum in sarasota be fascinating,O O O O U-CITY O O
29328,i have always want to travel to miami,O O O O O O O U-CITY
29329,many tourist visit mexicos every year,O O O U-COUNTRY O O
29330,cuba be know for its beautiful historic neighborhood,U-ISLAND O O O O O O O
29331,the local music scene in st petersburg be diverse,O O O O O O O O O
29332,the local festival in miami celebrate its cultural diversity,O O O O U-CITY O O O O
29333,the local market in miami offer a variety of goods,O O O O U-CITY O O O O O
29334,haiti cuba be know for its beautiful park and garden,U-COUNTRY U-ISLAND O O O O O O O O
29335,mexico myanmar be home to some excellent university,B-COUNTRY L-COUNTRY O O O O O O
29336,the annual event in florida cuba draw large crowd,O O O O U-STATE U-ISLAND O O O
29337,the community event in orlando be well attend,O O O O U-CITY O O O
29338,you can find many museum in bristol,O O O O O O U-CITY
29339,florida cuba be know for its picturesque riverfront,U-STATE U-ISLAND O O O O O O
29340,the annual event in palm beach draw large crowd,O O O O B-CITY L-CITY O O O
29341,powerful gust in ft lauderdale after a night of tornado warning from irma special report ahead at 6 a m est,O O O B-CITY L-CITY O O O O O O O O O O O O O O O O
29342,barbuda be know for its excellent healthcare facility,U-ISLAND O O O O O O O
29343,the cafe and restaurant in miami offer a range of international cuisine,O O O O O U-CITY O O O O O O
29344,the local music festival in tampa bay be a highlight of the year,O O O O O B-CITY L-CITY O O O O O O
29345,cuban havana be know for its impressive historical architecture,U-COUNTRY U-CITY O O O O O O O
29346,miami be a hotspot for creative professional,U-CITY O O O O O O
29347,barbuda have a rich history that be well preserve,U-ISLAND O O O O O O O O
29348,miami have a diverse range of culinary option,U-CITY O O O O O O O
29349,miami be a top destination for cultural tourism,U-CITY O O O O O O O
29350,tampa fl need a ride to a shelter uber be offer free ride to open shelter with promo code tbshelter,U-CITY U-STATE O O O O O O O O O O O O O O O O O O
29351,video show crane collapse atop a miami building as hurricane irmas powerful gust tear through the city,O O O O O O U-CITY O O O O O O O O O O
29352,virgin island us be famous for its stunning sunset,U-ISLAND O O O O O O O O
29353,miami coconut be know for its impressive historical architecture,U-CITY O O O O O O O O
29354,the beach in cuba be stunning,O O O U-ISLAND O O
29355,rome be a popular destination for outdoor enthusiast,U-CITY O O O O O O O
29356,miami have a variety of family friendly activity,U-CITY O O O O O O O
29357,rosen hotel resorts in orlando announce availability of 30 guestroom at for evacuee call 407 996 9840,U-HUMAN-MADE O U-HUMAN-MADE O U-CITY O O O O O O O O O O O O
29358,the public transportation system in florida new york be very efficient,O O O O O U-STATE B-CITY L-CITY O O O
29359,the local market in boca raton offer a variety of goods,O O O O B-CITY L-CITY O O O O O
29360,atlanta be know for its picturesque landscape,U-CITY O O O O O O
29361,bernard reedy stay in tampa bay to help wheel chair bind resident escape hurricane irma read,O O O O B-CITY L-CITY O O O O O O O O O O
29362,florida texas be a hotspot for creative professional,B-STATE L-STATE O O O O O O
29363,miami dade be know for its beautiful landscape,O O O O O O O O
29364,miami be know for its picturesque landscape,U-CITY O O O O O O
29365,miami be a great destination for family vacation,U-CITY O O O O O O O
29366,the cafe and restaurant in florida naples offer a range of international cuisine,O O O O O U-STATE U-CITY O O O O O O
29367,the annual event in florida naples draw large crowd,O O O O U-STATE U-CITY O O O
29368,miami naples be famous for its unique architectural landmark,B-CITY L-CITY O O O O O O O
29369,caribbean island leave with trail of destruction the hurricane have kill,U-ISLAND O O O O O O O O O O
29370,miami be famous for its traditional culinary specialty,U-CITY O O O O O O O
29371,miami be know for its picturesque riverfront,U-CITY O O O O O O
29372,the local music festival in miami be a highlight of the year,O O O O O U-CITY O O O O O O
29373,miami have a rich and varied cultural calendar,U-CITY O O O O O O O
29374,the cultural event in miami florida highlight its heritage,O O O O U-CITY U-STATE O O O
29375,the food market in naples be always busy,O O O O U-CITY O O O
29376,the community event in miami be well attend,O O O O U-CITY O O O
29377,florida orlando be famous for its traditional culinary specialty,U-STATE U-CITY O O O O O O O
29378,florida miami be a popular destination for outdoor enthusiast,U-STATE U-CITY O O O O O O O
29379,florida hollywood have a variety of historical landmark,U-STATE U-CITY O O O O O O
29380,russia cuba have a thriving community of local artisan,U-COUNTRY U-ISLAND O O O O O O O
29381,the nightlife in miami houston miami florida be vibrant and exciting,O O O B-CITY I-CITY L-CITY U-STATE O O O O
29382,havana cuba be know for its vibrant street art,U-CITY U-ISLAND O O O O O O O
29383,palm bay be know for its picturesque riverfront,O O O O O O O O
29384,the beach in naples be stunning,O O O U-CITY O O
29385,march a lago resort be a key player in the regional economy,O B-HUMAN-MADE L-HUMAN-MADE O O U-HUMAN-MADE O O O O O O
29386,the scenic spot in miami be perfect for photography,O O O O U-CITY O O O O
29387,i have always want to travel to naples,O O O O O O O U-CITY
29388,miami have a variety of recreational facility,U-CITY O O O O O O
29389,the outdoor market in broward offer fresh produce,O O O O U-CITY O O O
29390,the nightlife in naples be vibrant and exciting,O O O U-CITY O O O O
29391,the scenic spot in tampa bay be perfect for photography,O O O O B-CITY L-CITY O O O O
29392,the nightlife in miami include many trendy bar and club,O O O U-CITY O O O O O O
29393,miami be famous for its traditional craft,U-CITY O O O O O O
29394,miami have a dynamic and evolve art scene,U-CITY O O O O O O O
29395,the nightlife in tampabay include many trendy bar and club,O O O U-CITY O O O O O O
29396,the outdoor festival in miami miami be a big draw for tourist,O O O O B-CITY L-CITY O O O O O O
29397,marco island be know for its beautiful landscape,O O O O O O O O
29398,official be ask everyone to stay off the street flood road down tree and power line be a risk irma,O O O O O O O O O O O O O O O O O O O O
29399,the public transportation system in miami be very efficient,O O O O O U-CITY O O O
29400,the historical museum in puerto rico be fascinating,O O O O B-ISLAND L-ISLAND O O
29401,the park and garden in palmbay indian river offer a peaceful retreat,O O O O O O O O O O O O
29402,the local art and craft market in florida naples be vibrant and diverse,O O O O O O O U-STATE U-CITY O O O O
29403,caribbean have a rich cultural heritage,U-ISLAND O O O O O
29404,the colorado eoc support team in orlando and eat dinner of mre at the fl state logistics facility ready to support irma effort,O U-STATE O O O O U-CITY O O O O O O O U-STATE O O O O O O O O
29405,polk county have a rich and varied cultural calendar,B-COUNTY L-COUNTY O O O O O O O
29406,miami be renown for its beautiful urban park,U-CITY O O O O O O O
29407,miami florida have many beautiful hiking trail,U-CITY U-STATE O O O O O
29408,the weather in tampa bay be quite unpredictable,O O O B-CITY L-CITY O O O
29409,the cultural event in miami highlight its heritage,O O O O U-CITY O O O
29410,miami be know for its beautiful historic neighborhood,U-CITY O O O O O O O
29411,the community event in tallahassee be well attend,O O O O U-CITY O O O
29412,cuba be a hub for technology and innovation,U-ISLAND O O O O O O O
29413,miami florida israel be a melting pot of culture,U-CITY U-STATE U-COUNTRY O O O O O O
29414,the architectural landmark in miami be stunning,O O O O U-CITY O O
29415,the annual parade in florida naples be a major attraction,O O O O U-STATE U-CITY O O O O
29416,the natural beauty of fl naples attract many photographer,O O O O U-STATE U-CITY O O O
29417,the cafe and restaurant in gainesville offer a range of international cuisine,O O O O O O O O O O O O
29418,the nightlife in fl ga include many trendy bar and club,O O O B-STATE L-STATE O O O O O O
29419,florida naples offer a variety of outdoor activity,U-STATE U-CITY O O O O O O
29420,the food festival in orlando be popular with local and tourist alike,O O O O U-CITY O O O O O O O
29421,virgin island us have a variety of historical landmark,U-ISLAND O O O O O O O O
29422,the local history and tradition in miami be well preserve,O O O O O O U-CITY O O O
29423,the cultural event in sarasota highlight its heritage,O O O O U-CITY O O O
29424,havana cuba be home to some excellent university,U-CITY U-ISLAND O O O O O O
29425,miami be know for its vibrant street art,U-CITY O O O O O O O
29426,the historic building in orlando be worth visit,O O O O U-CITY O O O
29427,the local celebration in fl naples be colorful and lively,O O O O U-STATE U-CITY O O O O
29428,irma make second landfall in florida videos show miami damage 3 million report without power news,O O O O O U-STATE O O U-CITY O O O O O O O
29429,cubans be famous for its stunning sunset,O O O O O O O
29430,miami offer a variety of outdoor activity,U-CITY O O O O O O
29431,naples be home to several world class museum,U-CITY O O O O O O O
29432,tuscaloosa be know for its picturesque riverfront,U-CITY O O O O O O
29433,just north of sarasota florida deputy rescue two manatees strand in mud after water recede due to irma,O O O U-CITY U-STATE O O O O O O O O O O O O O
29434,the sport event in miami be very popular,O O O O U-CITY O O O
29435,rise floodwater from hurricane irma invade lobby of building nearly subsume fire hydrant in miami,O O O O O O O O O O O O O O U-CITY
29436,havana be home to several world class museum,U-CITY O O O O O O O
29437,tampa bay have a variety of family friendly activity,B-CITY L-CITY O O O O O O O
29438,virgin island us be know for its beautiful historic neighborhood,U-ISLAND O O O O O O O O O
29439,florida tampa have a diverse range of culinary option,B-STATE L-STATE O O O O O O O
29440,durham have many beautiful hiking trail,U-CITY O O O O O
29441,have you hear about the recent event in miami,O O O O O O O O U-CITY
29442,havana cuba be a great place for shopping,U-CITY U-ISLAND O O O O O O
29443,the historic building in mexico us be worth visit,O O O O B-COUNTRY L-COUNTRY O O O
29444,tree fall on 302 magnolia street west 8 displace 4 go with fam friend 4 go to local shelter no injury lkld,O O O B-ROAD I-ROAD I-ROAD I-ROAD L-ROAD O O O O O O O O O O O O O O
29445,miami be a great place for shopping,U-CITY O O O O O O
29446,miami have many beautiful hiking trail,U-CITY O O O O O
29447,sarasota be a hub for creative industry,U-CITY O O O O O O
29448,the natural landscape in miami be breathtaking,O O O O U-CITY O O
29449,death toll irmas death toll rise to 4 in st maarten fox 35 orlando fox 35 orlando irmas death toll rise,O O O O O O O O O B-ISLAND L-ISLAND O O U-CITY O O U-CITY O O O O
29450,the nightlife in sarasota include many trendy bar and club,O O O U-CITY O O O O O O
29451,cnns derek van dam report from miami beach florida on the damage cause by,O O O O O O B-CITY L-CITY U-STATE O O O O O
29452,alabama be know for its beautiful landscape,O O O O O O O
29453,the local art scene in stmartin be dynamic and diverse,O O O O O U-ISLAND O O O O
29454,glass panel plummet from 85 story miami building after irma hit,O O O O O O U-CITY O O O O
29455,havana be famous for its traditional craft,U-CITY O O O O O O
29456,the cultural event in tampa bay be well organize,O O O O B-CITY L-CITY O O O
29457,5 dead 35 m without power as irma near vulnerable tampa bay,O O O O O O O O O O B-CITY L-CITY
29458,sarasota offer a variety of outdoor activity,U-CITY O O O O O O
29459,miami be know for its beautiful landscape,U-CITY O O O O O O
29460,9 10 2017 marcos island fl hurriane irma damage full pack,O O O B-ISLAND L-ISLAND U-STATE O O O O O
29461,the cultural event in st petersburg fl be well organize,O O O O O O O O O O
29462,raw video this be moment after the eye of make its way through polk county many report of damage throughout the area,O O O O O O O O O O O O O B-COUNTY L-COUNTY O O O O O O O
29463,the cost of live in marco island be relatively high,O O O O O O O O O O
29464,the natural beauty of miami attract many photographer,O O O O U-CITY O O O
29465,the street festival in miami offer a taste of local culture,O O O O U-CITY O O O O O O
29466,florida tampa be know for its vibrant art scene,B-STATE L-STATE O O O O O O O
29467,i have always want to travel to us orlando,O O O O O O O O U-CITY
29468,jacksonville be know for its beautiful historic neighborhood,U-CITY O O O O O O O
29469,the street festival in miami offer a taste of local culture,O O O O U-CITY O O O O O O
29470,miami intl airport sustain significant water damage in say the airport ceo via,U-CITY O O O O O O O O O O O O
29471,the local celebration in havana cuba bring the community together,O O O O U-CITY U-ISLAND O O O O
29472,the weather in miami be quite unpredictable,O O O U-CITY O O O
29473,damage from davenport in polk county from over night no power since 11 last night,O O O O B-COUNTY L-COUNTY O O O O O O O O O
29474,florida fl be know for its picturesque riverfront,B-STATE L-STATE O O O O O O
29475,be start to get report from around manatee county and without benefit of sunlight be relieve to say irma damage appear minimal,O O O O O O O U-COUNTY O O O O O O O O O O O O O O
29476,the historical museum in hamilton be fascinating,O O O O O O O
29477,jacksonville be famous for its unique festival,U-CITY O O O O O O
29478,asheville be home to several world class museum,U-CITY O O O O O O O
29479,damage from hurricane irma at doubletree hotel orlando airport,O O O O O O B-HUMAN-MADE I-HUMAN-MADE L-HUMAN-MADE
29480,irma damage in orange county far bad than hurricane charley damage,O O O B-COUNTY L-COUNTY O O O O O O
29481,the outdoor festival in jacksonville be a big draw for tourist,O O O O U-CITY O O O O O O
29482,daylight be reveal street car underwater from record breaking flooding and wide spread damage irma jacksonville florida,O O O O O O O O O O O O O O O U-CITY U-STATE
29483,charleston savannah have a variety of cultural attraction for visitor,B-CITY L-CITY O O O O O O O O
29484,miami be famous for its festival,U-CITY O O O O O
29485,cosmic kamer on as he reveal damage to necker island after hurricane irma destroy it,O O O O O O O O B-ISLAND L-ISLAND O O O O O
29486,cuba have a vibrant and welcoming community spirit,U-ISLAND O O O O O O O
29487,beaufort resident should remain indoors off roadway bridge wind gust have report at more than 60 mile irma sctweet scwx,U-CITY O O O O O O O O O O O O O O O O O O O
29488,miami have a vibrant and welcoming community spirit,U-CITY O O O O O O O
29489,rt reuters storm irma bring flooding to part of florida cuba report 10 kill,O O O O O O O O O U-STATE U-ISLAND O O O
29490,here a live look at a street in orlando where you can see the damage that category 1,O O O O O O O O U-CITY O O O O O O O O O
29491,atlanta be a popular destination for both relaxation and adventure,U-CITY O O O O O O O O O
29492,puerto rico have a vibrant community of artist and performer,B-ISLAND L-ISLAND O O O O O O O O
29493,the cultural festival in lexington be colorful and lively,O O O O U-CITY O O O O
29494,you can find many museum in florida cuba,O O O O O O U-STATE U-ISLAND
29495,city of alpharetta resident if you have question or concern about hurricane irma call the emergency operation center at 678 297 6388,O O U-CITY O O O O O O O O O O O O O O O O O O O
29496,the outdoor market in albany ga offer fresh produce,O O O O U-CITY U-STATE O O O
29497,lot of damage around orlando today irma,O O O O U-CITY O O
29498,a us coast guard commander update we on damage in wake of irma on stream,O O O O O O O O O O O O O O O
29499,charleston be home to several world class museum,U-CITY O O O O O O O
29500,the nightlife in bradford county be vibrant and exciting,O O O B-COUNTY L-COUNTY O O O O
29501,the park and garden in cuba offer a peaceful retreat,O O O O O U-ISLAND O O O O
29502,florida houston offer a variety of outdoor activity,U-STATE U-CITY O O O O O O
29503,more ky guardsman head to help with hurricaneirma relief effort approx 60 soldier from frankfort deploy today to fl,O O O O O O O O O O O O O O U-CITY O O O U-STATE
29504,the historical landmark in jacksonville tell the story of its past,O O O O U-CITY O O O O O O
29505,florida jacksonville be a hotspot for creative professional,U-STATE U-CITY O O O O O O
29506,it appear more person kill in plano texas than be kill when irma hit florida will person even pause and think about this,O O O O O O O U-STATE O O O O O O U-STATE O O O O O O O O
29507,miami dade be famous for its vibrant art and craft scene,O O O O O O O O O O O
29508,nassau be know for its picturesque riverfront,U-CITY O O O O O O
29509,the community event in miamis be well attend,O O O O O O O O
29510,several historical landmark be locate in jacksonville,O O O O O O U-CITY
29511,miami florida have a thriving community of local artisan,U-CITY U-STATE O O O O O O O
29512,by daw ns early light i see minimal damage at my home in electricity still out big mess though,O O O O O O O O O O O O O O O O O O O
29513,jacksonville have a variety of cultural attraction for visitor,U-CITY O O O O O O O O
29514,florida indiana be home to several world class museum,B-STATE L-STATE O O O O O O O
29515,local cuisine in atlanta be absolutely delicious,O O O U-CITY O O O
29516,cuba be renown for its lively cultural festival,U-ISLAND O O O O O O O
29517,california sc charleston be a hotspot for creative professional,B-STATE L-STATE U-CITY O O O O O O
29518,over 30 dog and cat refugee from arrive in chicago saturday from shelter in florida,O O O O O O O O O U-CITY O O O O U-STATE
29519,fl tampa have a variety of historical landmark,B-STATE L-STATE O O O O O O
29520,alabama georgia be a top destination for cultural tourism,B-STATE L-STATE O O O O O O O
29521,you can find many museum in sarasota,O O O O O O U-CITY
29522,the president speak to the governor of puerto rico this morning about damage recovery,O O O O O O O B-ISLAND L-ISLAND O O O O O
29523,anna maria city pier be damage by,B-CITY I-CITY L-CITY O O O O
29524,street outside the medical university of south carolina in charleston be flood waste high as rescue effort continue,O O O B-HUMAN-MADE I-HUMAN-MADE I-HUMAN-MADE I-HUMAN-MADE L-HUMAN-MADE O U-CITY O O O O O O O O
29525,the historical architecture in jacksonville add to its charm,O O O O U-CITY O O O O
29526,cause major damage to the electric grid this be a pole that catch fire in college park,O O O O O O O O O O O O O O O B-HUMAN-MADE L-HUMAN-MADE
29527,virgin island us be famous for its traditional craft,U-ISLAND O U-COUNTRY O O O O O O
29528,hurricane irmas damage to barbuda puerto rico cuba and florida rt and follow,O O O O B-ISLAND I-ISLAND I-ISLAND L-ISLAND O U-STATE O O O
29529,the outdoor market in florida puerto rico offer fresh produce,O O O O U-STATE B-ISLAND L-ISLAND O O O
29530,i have always want to travel to miami,O O O O O O O U-CITY
29531,the cultural event in atlanta charleston highlight its heritage,O O O O B-CITY L-CITY O O O
29532,the street festival in virgin island offer a taste of local culture,O O O O U-ISLAND O O O O O O O
29533,naples be famous for its unique architectural landmark,U-CITY O O O O O O O
29534,florida houston have a rich and varied cultural calendar,U-STATE U-CITY O O O O O O O
29535,virgin island be a melting pot of culture,U-ISLAND O O O O O O O
29536,miami be a popular spot for outdoor recreational activity,U-CITY O O O O O O O O
29537,the local art and craft market in alachua florida texas be vibrant and diverse,O O O O O O O O O O O O O O
29538,florida georgia have a rich history that be well preserve,B-STATE L-STATE O O O O O O O O
29539,tree down road close as wind from irma intensify atlanta journal constitution,O O O O O O O O O U-CITY O O
29540,you can find many museum in virgin island,O O O O O O U-ISLAND O
29541,the food festival in oakland be popular with local and tourist alike,O O O O U-CITY O O O O O O O
29542,atlanta ga be know for its vibrant art scene,U-CITY U-STATE O O O O O O O
29543,the nightlife in miami include many trendy bar and club,O O O U-CITY O O O O O O
29544,the annual event in jacksonville draw large crowd,O O O O U-CITY O O O
29545,orlando be know for its vibrant street art,U-CITY O O O O O O O
29546,the scenic trail in florida orlando be perfect for outdoor enthusiast,O O O O U-STATE U-CITY O O O O O
29547,we bring dignity and hope to woman and girl in barbuda who suffer from donate to,O O O O O O O O O O U-ISLAND O O O O O
29548,columbia sc ap authority report first death in south carolina related to tropical storm irma total death toll of storm now at 42,U-CITY O O O O O O O B-STATE L-STATE O O O O O O O O O O O O O
29549,hurricane irma kill 10 in cuba castro call for unity klout maga,O O O O O U-ISLAND O O O O O O
29550,the nightlife in caribbean island include many trendy bar and club,O O O U-ISLAND O O O O O O O
29551,coral springs be famous for its traditional culinary specialty,B-CITY L-CITY O O O O O O O
29552,disney world be famous for its traditional craft,O O O O O O O O
29553,the street festival in miami offer a taste of local culture,O O O O U-CITY O O O O O O
29554,charleston jacksonville be famous for its unique festival,B-CITY L-CITY O O O O O O
29555,auburndale have a vibrant community of artist and performer,O O O O O O O O O
29556,you can find many museum in havana,O O O O O O U-CITY
29557,the local art and craft market in fl jacksonville be vibrant and diverse,O O O O O O O U-STATE U-CITY O O O O
29558,the historical museum in usvirginisland be fascinating,O O O O O O O
29559,miami be know for its excellent healthcare facility,U-CITY O O O O O O O
29560,the vibrant market in miami offer a range of local product,O O O O U-CITY O O O O O O
29561,jacksonville be famous for its stunning sunset,U-CITY O O O O O O
29562,the historical museum in fl jacksonville be fascinating,O O O O U-STATE U-CITY O O
29563,anguilla be a melting pot of culture,U-ISLAND O O O O O O
29564,orlando be a top destination for cultural tourism,U-CITY O O O O O O O
29565,barbuda virgin island be know for its excellent healthcare facility,B-ISLAND L-ISLAND O O O O O O O O
29566,miami be famous for its traditional culinary specialty,U-CITY O O O O O O O
29567,homocon milo joke about hurricane irma damage promptly have own home destroy by hurricane,O O O O O O O O O O O O O O
29568,florida jacksonville be know for its beautiful historic neighborhood,U-STATE U-CITY O O O O O O O
29569,florida jacksonville be know for its impressive historical architecture,U-STATE U-CITY O O O O O O O
29570,cuba be a popular spot for outdoor recreational activity,U-ISLAND O O O O O O O O
29571,first responder rescue mother four month old baby from irma flood miami home,O O O O O O O O O O O U-CITY O
29572,florida georgia have a rich musical heritage,B-STATE L-STATE O O O O O
29573,miami be know for its vibrant art scene,U-CITY O O O O O O O
29574,virgin island us be a popular spot for outdoor festival and event,U-ISLAND O O O O O O O O O O O
29575,cuba be renown for its lively cultural festival,U-ISLAND O O O O O O O
29576,the cultural event in virgin island highlight its heritage,O O O O U-ISLAND O O O O
29577,calhoun county be renown for its lively cultural festival,U-CITY O O O O O O O O
29578,anguilla have a variety of recreational facility,U-ISLAND O O O O O O
29579,florida cuba be know for its picturesque landscape,U-STATE U-ISLAND O O O O O O
29580,irmas destruction aftermath from the caribbean to florida,O O O O O U-ISLAND O U-STATE
29581,atlanta have a rich tradition of craftsmanship,U-CITY O O O O O O
29582,fl ga be home to some excellent university,B-STATE L-STATE O O O O O O
29583,300 doctor nurse and paramedic await takeoff on a air force c 17 head to orlando for hurricane irma relief heroes every single one,O O O O O O O O O O O O O O O U-CITY O O O O O O O O
29584,the local music festival in tortola be a highlight of the year,O O O O O U-ISLAND O O O O O O
29585,cuba be a hub for technology and innovation,U-ISLAND O O O O O O O
29586,key west aerial footage show irmas damage video,B-CITY L-CITY O O O O O O
29587,charleston have a thriving art and culture community,U-CITY O O O O O O O
29588,you can find many museum in saint martin,O O O O O O B-ISLAND L-ISLAND
29589,the shopping district in south carolina georgia be bustle with activity,O O O O B-STATE I-STATE L-STATE O O O O
29590,charleston be a hotspot for creative professional,U-CITY O O O O O O
29591,the annual event in charlotte showcase its cultural richness,O O O O U-CITY O O O O
29592,cincinnati have many beautiful hiking trail,O O O O O O
29593,virgin island be know for its picturesque landscape,U-ISLAND O O O O O O O
29594,irma leave at least one dead 15m georgian without power altanta,O O O O O O O O O O U-CITY
29595,the local theater performance in jacksonville be highly acclaim,O O O O O U-CITY O O O
29596,the historic building in south carolina georgia be worth visit,O O O O B-STATE I-STATE L-STATE O O O
29597,puerto rico be know for its diverse and dynamic cultural scene,B-ISLAND L-ISLAND O O O O O O O O O
29598,i have always want to travel to weingarten,O O O O O O O O
29599,the weather in virgin island us be quite unpredictable,O O O U-ISLAND O O O O O
29600,alabama mississippi south carolina tennessee georgia be a melting pot of culture,B-STATE I-STATE I-STATE I-STATE I-STATE L-STATE O O O O O O
29601,the historic district in rochester jacksonville be charming and well preserve,O O O O B-CITY L-CITY O O O O O
29602,jacksonville mayor lenny curry lift evacuation order from irma say focus now be recovery and rebuild,U-CITY O O O O O O O O O O O O O O O
29603,marcoisland be famous for its traditional culinary specialty,U-ISLAND O O O O O O O
29604,the food festival in sc bluffton be popular with local and tourist alike,O O O O U-STATE U-CITY O O O O O O O
29605,the community event in boston be well attend,O O O O U-CITY O O O
29606,local cuisine in sarasota be absolutely delicious,O O O U-CITY O O O
29607,the local music scene in florida naples be diverse,O O O O O U-STATE U-CITY O O
